Name,Description,styleUrl,NameEN,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
โลตัส ลำปาง,"Name-EN: Lotus's Lampang<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 222 ถ.ไฮเวย์ ลำปาง-งาว ต.พระบาท อ.เมืองลำปาง จ.ลำปาง 52000<br>Latitude: 18.2799437<br>Longitude: 99.4932242<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Lampang,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",222 ถ.ไฮเวย์ ลำปาง-งาว ต.พระบาท อ.เมืองลำปาง จ.ลำปาง 52000,18.2799437,99.4932242,Altervim,"
            99.4932242,18.2799437,0
          "
โลตัส มุกดาหาร,"Name-EN: Lotus's Mukdahan<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 35 ถ.ชยางกูร ต.มุกดาหาร อ.เมือง จ.มุกดาหาร 49000<br>Latitude: 16.54881<br>Longitude: 104.71636<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Mukdahan,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",35 ถ.ชยางกูร ต.มุกดาหาร อ.เมือง จ.มุกดาหาร 49000,16.54881,104.71636,Altervim,"
            104.71636,16.54881,0
          "
โลตัส น่าน,"Name-EN: Lotus’s Nan<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 320 หมู่ 4 ถนนยันตรกิจโกศล ตำบล ดู่ใต้ อำเภอเมืองน่าน น่าน 55000<br>Latitude: 18.76481371286322<br>Longitude: 100.7615576851717<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Nan,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",320 หมู่ 4 ถนนยันตรกิจโกศล ตำบล ดู่ใต้ อำเภอเมืองน่าน น่าน 55000,18.76481371286322,100.7615576851717,Altervim,"
            100.761557685172,18.7648137128632,0
          "
โลตัส รัตนาธิเบศร์,"Name-EN: Lotus's Rattanathibet<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 245 ถ.ติวานนท์ ต.บางกระสอ อ.เมืองนนทบุรี จ.นนทบุรี 11000<br>Latitude: 13.861919<br>Longitude: 100.518856<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Rattanathibet,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",245 ถ.ติวานนท์ ต.บางกระสอ อ.เมืองนนทบุรี จ.นนทบุรี 11000,13.861919,100.518856,Altervim,"
            100.518856,13.861919,0
          "
โลตัส บางใหญ่,"Name-EN: Lotus's Bang Yai<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 90 หมู่ที่ 5 ถ. กาญจนาภิเษก ตำบล บางคูเวียง อำเภอบางกรวย นนทบุรี 11130<br>Latitude: 13.82412093821432<br>Longitude: 100.409937035595<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Bang Yai,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",90 หมู่ที่ 5 ถ. กาญจนาภิเษก ตำบล บางคูเวียง อำเภอบางกรวย นนทบุรี 11130,13.82412093821432,100.409937035595,Altervim,"
            100.409937035595,13.8241209382143,0
          "
โลตัส พงษ์เพชร,"Name-EN: Lotus's Pongphet<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 99/9 ม.3 ต.บางเขน อ.เมือง จ.นนทบุรี 11000<br>Latitude: 13.854498<br>Longitude: 100.544172<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Pongphet,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",99/9 ม.3 ต.บางเขน อ.เมือง จ.นนทบุรี 11000,13.854498,100.544172,Altervim,"
            100.544172,13.854498,0
          "
โลตัส นครอินทร์,"Name-EN: Lotus's Nakhon in<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 444 ม.4 ต.บางสีทอง อ.บางกรวย จ.นนทบุรี 11130<br>Latitude: 13.82354<br>Longitude: 100.48044<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Nakhon in,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",444 ม.4 ต.บางสีทอง อ.บางกรวย จ.นนทบุรี 11130,13.82354,100.48044,Altervim,"
            100.48044,13.82354,0
          "
โลตัส บางกรวย-ไทรน้อย,"Name-EN: Lotus's : Bang Kruai - Sai Noi<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 888 ม.2 ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110<br>Latitude: 13.92387<br>Longitude: 100.41147<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's : Bang Kruai - Sai Noi,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",888 ม.2 ต.บางบัวทอง อ.บางบัวทอง จ.นนทบุรี 11110,13.92387,100.41147,Altervim,"
            100.41147,13.92387,0
          "
​โลตัส ติวานนท์ (ปากเกร็ด​),"Name-EN: Lotus's Tiwanon (Pak Kret)<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 75 หมู่ที่ 5 ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120<br>Latitude: 13.92661528725318<br>Longitude: 100.5259708766214<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Tiwanon (Pak Kret),150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",เลขที่ 75 หมู่ที่ 5 ต.บ้านใหม่ อ.ปากเกร็ด จ.นนทบุรี 11120,13.92661528725318,100.5259708766214,Altervim,"
            100.525970876621,13.9266152872532,0
          "
โลตัส หนองบัวลำภู,"Name-EN: Lotus's Nong Bua Lam Phu<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 36 ม.2 ต.ลำภู อ.เมืองหนองบัวลำภู จ.หนองบัวลำภู 39000<br>Latitude: 17.214806<br>Longitude: 102.431416<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Nong Bua Lam Phu,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",36 ม.2 ต.ลำภู อ.เมืองหนองบัวลำภู จ.หนองบัวลำภู 39000,17.214806,102.431416,Altervim,"
            102.431416,17.214806,0
          "
โลตัส โคราช,"Name-EN: Lotus's Korat<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 719 5ถ. มิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000<br>Latitude: 14.9779293<br>Longitude: 102.070676<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Korat,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",719 5ถ. มิตรภาพ ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000,14.9779293,102.070676,Altervim,"
            102.070676,14.9779293,0
          "
โลตัส ปักธงชัย,"Name-EN: Lotus's Pak Thong Chai<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address:  255 ม. 10 ต.เมืองปัก อ.ปักธงชัย จ.นครราชสีมา 30150<br>Latitude: 14.72107991<br>Longitude: 102.0158978<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Pak Thong Chai,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW", 255 ม. 10 ต.เมืองปัก อ.ปักธงชัย จ.นครราชสีมา 30150,14.72107991,102.0158978,Altervim,"
            102.0158978,14.72107991,0
          "
โลตัส โคราช 2,"Name-EN: Lotus's Korat 2<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 223 ม. 1 ถ.ราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมือง จ.นครราชสีมา 30000<br>Latitude: 14.94872<br>Longitude: 102.12716<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Korat 2,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",223 ม. 1 ถ.ราชสีมา-โชคชัย ต.หนองบัวศาลา อ.เมือง จ.นครราชสีมา 30000,14.94872,102.12716,Altervim,"
            102.12716,14.94872,0
          "
โลตัส ด่านขุนทด,"Name-EN: Lotus's Dan Khun Thot<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 147 ม.2 ต.ด่านขุนทด อ.ด่านขุนทด จ.นครราชสีมา 30210<br>Latitude: 15.21524<br>Longitude: 101.76839<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Dan Khun Thot,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",147 ม.2 ต.ด่านขุนทด อ.ด่านขุนทด จ.นครราชสีมา 30210,15.21524,101.76839,Altervim,"
            101.76839,15.21524,0
          "
โลตัส ธาตุพนม ,"Name-EN: Tesco Lotus Thatphanom<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: เลขที่ 212 ม.4 ต.ธาตุพนมเหนือ อ.ธาตุพนม จ.นครพนม 48110<br>Latitude: 16.9575<br>Longitude: 104.72681<br>Provider: Altervim",#icon-1899-DB4436-labelson,Tesco Lotus Thatphanom,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",เลขที่ 212 ม.4 ต.ธาตุพนมเหนือ อ.ธาตุพนม จ.นครพนม 48110,16.9575,104.72681,Altervim,"
            104.72681,16.9575,0
          "
โลตัส นครปฐม,"Name-EN: Lotus's Nakhon Pathom<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 1048 ถ. เพชรเกษม ตำบลสนามจันทร์ อำเภอเมืองนครปฐม นครปฐม<br>Latitude: 13.80875<br>Longitude: 100.05259<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Nakhon Pathom,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",1048 ถ. เพชรเกษม ตำบลสนามจันทร์ อำเภอเมืองนครปฐม นครปฐม,13.80875,100.05259,Altervim,"
            100.05259,13.80875,0
          "
โลตัส สามพราน,"Name-EN: Lotus's Sam Phran<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 20/10 หมู่ที่ 1 ถ. เพชรเกษม ตาบล ท่าตลาด อาเภอสามพราน นครปฐม 73110<br>Latitude: 13.74286<br>Longitude: 100.21976<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Sam Phran,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",20/10 หมู่ที่ 1 ถ. เพชรเกษม ตาบล ท่าตลาด อาเภอสามพราน นครปฐม 73110,13.74286,100.21976,Altervim,"
            100.21976,13.74286,0
          "
โลตัส นครสวรรค์1,"Name-EN: Lotus’s Nakhon Sawan 1<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 124/12 หมู่ที่ 10 ถ. พหลโยธิน ตำบลวัดไทร อำเภอเมืองนครสวรรค์ นครสวรรค์ 60000<br>Latitude: 15.707913<br>Longitude: 100.094699<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Nakhon Sawan 1,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",124/12 หมู่ที่ 10 ถ. พหลโยธิน ตำบลวัดไทร อำเภอเมืองนครสวรรค์ นครสวรรค์ 60000,15.707913,100.094699,Altervim,"
            100.094699,15.707913,0
          "
โลตัส นครนายก,"Name-EN: Lotus's Nakhon Nayok<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 150 ทางหลวงแผ่นดินหมายเลข. 3049 ตำบล บ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000<br>Latitude: 14.20776641672894<br>Longitude: 101.2178148935847<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Nakhon Nayok,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",150 ทางหลวงแผ่นดินหมายเลข. 3049 ตำบล บ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000,14.20776641672894,101.2178148935847,Altervim,"
            101.217814893585,14.2077664167289,0
          "
โลตัส ชะอำ-เพชรบุรี,"Name-EN: Lotus's Cha-am<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 10 ถ. เพชรเกษม ตำบล ชะอำ อำเภอชะอำ เพชรบุรี 76120<br>Latitude: 12.7993263570115<br>Longitude: 99.97264225125744<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Cha-am,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",10 ถ. เพชรเกษม ตำบล ชะอำ อำเภอชะอำ เพชรบุรี 76120,12.7993263570115,99.97264225125744,Altervim,"
            99.9726422512574,12.7993263570115,0
          "
โลตัส ประจวบคีรีขันธ์,"Name-EN: Lotus's Prachuab Khiri Khan<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: เลขที่ 51/12 ถ.เพชรเกษม ต.เกาะหลัก อ.เมือง จ.ประจวบคีรีขันธ์ 77000<br>Latitude: 11.7976<br>Longitude: 99.77733<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Prachuab Khiri Khan,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",เลขที่ 51/12 ถ.เพชรเกษม ต.เกาะหลัก อ.เมือง จ.ประจวบคีรีขันธ์ 77000,11.7976,99.77733,Altervim,"
            99.77733,11.7976,0
          "
โลตัส ถลาง,"Name-EN: Lotus's Thalang<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 303 ม. 1 ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110<br>Latitude: 8.0215333<br>Longitude: 98.3381486<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Thalang,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",303 ม. 1 ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต 83110,8.0215333,98.3381486,Altervim,"
            98.3381486,8.0215333,0
          "
โลตัส ฉลอง,"Name-EN: Lotus's Chalong<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 21/10 ม. 7 ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130<br>Latitude: 7.83990604568833<br>Longitude: 98.33375043<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Chalong,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",21/10 ม. 7 ต.ฉลอง อ.เมืองภูเก็ต จ.ภูเก็ต 83130,7.83990604568833,98.33375043,Altervim,"
            98.33375043,7.83990604568833,0
          "
โลตัส พัทลุง,"Name-EN: Lotus's Phatthalung<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 155 ม. 2 ต.เขาเจียก อ.เมือง จ.พัทลุง 93000<br>Latitude: 7.62553<br>Longitude: 100.04603<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Phatthalung,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",155 ม. 2 ต.เขาเจียก อ.เมือง จ.พัทลุง 93000,7.62553,100.04603,Altervim,"
            100.04603,7.62553,0
          "
โลตัส พิษณุโลก 2 (ท่าทอง),"Name-EN: Lotus’s Phitsanulok 2<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 444 ม. 6 ต.ท่าทอง อ.เมือง จ.พิษณูโลก 65000<br>Latitude: 16.799194<br>Longitude: 100.216445<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Phitsanulok 2,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",444 ม. 6 ต.ท่าทอง อ.เมือง จ.พิษณูโลก 65000,16.799194,100.216445,Altervim,"
            100.216445,16.799194,0
          "
โลตัส หล่มสัก,"Name-EN: Lotus's Lom Sak<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 171 ถ.คชเสนีย์ ต.หล่มสัก อ.หล่มสัก จ.เพชรบูรณ์ 67120<br>Latitude: 16.78773<br>Longitude: 101.23948<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Lom Sak,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",171 ถ.คชเสนีย์ ต.หล่มสัก อ.หล่มสัก จ.เพชรบูรณ์ 67120,16.78773,101.23948,Altervim,"
            101.23948,16.78773,0
          "
โลตัส บึงสามพัน,"Name-EN: Lotus’s Bueng Sam Phan<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 86/5 ม. 3 ต.ซับสมอทอด อ.บึงสามพัน จ.เพชรบูรณ์ 67160<br>Latitude: 15.79311<br>Longitude: 101.00614<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Bueng Sam Phan,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",86/5 ม. 3 ต.ซับสมอทอด อ.บึงสามพัน จ.เพชรบูรณ์ 67160,15.79311,101.00614,Altervim,"
            101.00614,15.79311,0
          "
โลตัส แพร่,"Name-EN: Lotus's Phrae<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 55/4 ม. 1 ต.ทุ่งกวาว อ.เมือง จ.แพร่ 54000<br>Latitude: 18.15341<br>Longitude: 100.15645<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Phrae,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",55/4 ม. 1 ต.ทุ่งกวาว อ.เมือง จ.แพร่ 54000,18.15341,100.15645,Altervim,"
            100.15645,18.15341,0
          "
โลตัส กบินทร์บุรี,"Name-EN: Lotus's Kabin Buri<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 899 หมู่ที่ 8 ตาบล เมืองเก่า อาเภอ กบินทร์บุรี จ.ปราจีนบุรี 25240<br>Latitude: 13.98557<br>Longitude: 101.77121<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Kabin Buri,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",899 หมู่ที่ 8 ตาบล เมืองเก่า อาเภอ กบินทร์บุรี จ.ปราจีนบุรี 25240,13.98557,101.77121,Altervim,"
            101.77121,13.98557,0
          "
โลตัส ปราจีนบุรี,"Name-EN: Lotus’s Prachin Buri<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 15/1 ม.4 ต.บางบริบูรณ์ อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000<br>Latitude: 14.0589<br>Longitude: 101.39118<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Prachin Buri,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",15/1 ม.4 ต.บางบริบูรณ์ อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000,14.0589,101.39118,Altervim,"
            101.39118,14.0589,0
          "
โลตัส รังสิต,"Name-EN: Lotus's Rangsit<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 801 ถ.พหลโยธิน ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130<br>Latitude: 13.9938923<br>Longitude: 100.612622<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Rangsit,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",801 ถ.พหลโยธิน ต.ประชาธิปัตย์ อ.ธัญบุรี จ.ปทุมธานี 12130,13.9938923,100.612622,Altervim,"
            100.612622,13.9938923,0
          "
โลตัส ปทุมธานี,"Name-EN: Lotus's Pathum Thani<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 21 49 ถนน ปทุมธานีเฉลิมพระเกียรติ ตำบล บางปรอก อำเภอเมืองปทุมธานี ปทุมธานี 12000 <br>Latitude: 14.02036<br>Longitude: 100.52606<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Pathum Thani,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",21 49 ถนน ปทุมธานีเฉลิมพระเกียรติ ตำบล บางปรอก อำเภอเมืองปทุมธานี ปทุมธานี 12000 ,14.02036,100.52606,Altervim,"
            100.52606,14.02036,0
          "
โลตัส ลำลูกกา คลอง 2,"Name-EN: Lotus's Lumlukka Klong 2<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 20/68 ม. 18 ซ.ลำลูกกา19 ถ.ลำลูกกา ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130<br>Latitude: 13.9468<br>Longitude: 100.64488<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Lumlukka Klong 2,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",20/68 ม. 18 ซ.ลำลูกกา19 ถ.ลำลูกกา ต.คูคต อ.ลำลูกกา จ.ปทุมธานี 12130,13.9468,100.64488,Altervim,"
            100.64488,13.9468,0
          "
โลตัส คลองหลวง,"Name-EN: Lotus's Khlong Luang<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 101 หมู่ที่ 8 ถนน คลองหลวง ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120<br>Latitude: 14.06626<br>Longitude: 100.62916<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Khlong Luang,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",101 หมู่ที่ 8 ถนน คลองหลวง ตำบล คลองหนึ่ง อำเภอคลองหลวง ปทุมธานี 12120,14.06626,100.62916,Altervim,"
            100.62916,14.06626,0
          "
โลตัส บางกะดี,"Name-EN: Lotus’s Bang Kadi<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 204 หมู่ 5 ถ. ติวานนท์ ตำบล บางกะดี อำเภอเมืองปทุมธานี ปทุมธานี 12000<br>Latitude: 13.97932<br>Longitude: 100.55166<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Bang Kadi,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",204 หมู่ 5 ถ. ติวานนท์ ตำบล บางกะดี อำเภอเมืองปทุมธานี ปทุมธานี 12000,13.97932,100.55166,Altervim,"
            100.55166,13.97932,0
          "
โลตัส พะเยา,"Name-EN: Lotus’s Phayao<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 669 ม. 3 ต.ท่าวังทอง อ.เมือง จ.พะเยา 56000<br>Latitude: 19.18396<br>Longitude: 99.89685<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Phayao,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",669 ม. 3 ต.ท่าวังทอง อ.เมือง จ.พะเยา 56000,19.18396,99.89685,Altervim,"
            99.89685,19.18396,0
          "
โลตัส ราชบุรี,"Name-EN: Lotus's Ratchaburi<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 8/4 ถนน คฑาธร ตำบล หน้าเมือง อำเภอเมืองราชบุรี ราชบุรี 70000<br>Latitude: 13.53759<br>Longitude: 99.81818<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Ratchaburi,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",8/4 ถนน คฑาธร ตำบล หน้าเมือง อำเภอเมืองราชบุรี ราชบุรี 70000,13.53759,99.81818,Altervim,"
            99.81818,13.53759,0
          "
โลตัส ร้อยเอ็ด,"Name-EN: Lotus’s Roi Et<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 68 ถ.เทวาภิบาล ต.ในเมือง อ.เมือง จ.ร้อยเอ็ด 45000<br>Latitude: 16.0545089<br>Longitude: 103.6382255<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Roi Et,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",68 ถ.เทวาภิบาล ต.ในเมือง อ.เมือง จ.ร้อยเอ็ด 45000,16.0545089,103.6382255,Altervim,"
            103.6382255,16.0545089,0
          "
​โลตัส ระยอง,"Name-EN: Lotus's Rayong<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: เลขที่ 3 ถ.สุขุมวิท ต.ท่าประดู่ อ.เมือง จ.ระยอง 21000<br>Latitude: 12.6842842<br>Longitude: 101.269717<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Rayong,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",เลขที่ 3 ถ.สุขุมวิท ต.ท่าประดู่ อ.เมือง จ.ระยอง 21000,12.6842842,101.269717,Altervim,"
            101.269717,12.6842842,0
          "
โลตัส แกลง,"Name-EN: Lotus's Klaeng<br>Power: 150 kW<br>Description: 2x CCS2: 150 kW (1000V 200A), Type2: 11 kW<br>Address: 279/1 ถ. สุขุมวิท ตำบล ทางเกวียน อำเภอแกลง ระยอง 21110<br>Latitude: 12.78696<br>Longitude: 101.65862<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Klaeng,150 kW,"2x CCS2: 150 kW (1000V 200A), Type2: 11 kW",279/1 ถ. สุขุมวิท ตำบล ทางเกวียน อำเภอแกลง ระยอง 21110,12.78696,101.65862,Altervim,"
            101.65862,12.78696,0
          "
โลตัส สงขลา,"Name-EN: Lotus’s Songkhla<br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 64 ม. 2ต.เขารูปช้าง อ.เมือง จ.สงขลา 90000 <br>Latitude: 7.15297<br>Longitude: 100.60142<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus’s Songkhla,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",64 ม. 2ต.เขารูปช้าง อ.เมือง จ.สงขลา 90000 ,7.15297,100.60142,Altervim,"
            100.60142,7.15297,0
          "
โลตัส หาดใหญ่ 2 ,"Name-EN: Lotus's Hatyai 2 <br>Power: 60 kW<br>Description: 2x CCS2: 60 kW, Type2: 11 kW<br>Address: 1318 ถ.เพชรเกษม ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110<br>Latitude: 7.00074<br>Longitude: 100.44352<br>Provider: Altervim",#icon-1899-DB4436-labelson,Lotus's Hatyai 2 ,60 kW,"2x CCS2: 60 kW, Type2: 11 kW",1318 ถ.เพชรเกษม ต.หาดใหญ่ อ.หาดใหญ่ จ.สงขลา 90110,7.00074,100.44352,Altervim,"
            100.44352,7.00074,0
          "
