Name,Description,styleUrl,Power,Address,Latitude,Longitude,Provider,Coordinates
บางจาก เมืองสระบุรี,Power: 50 kW<br>Description: 64 ตำบล หนองปลาไหล อำเภอเมืองสระบุรี สระบุรี 18000 PEA VOLTA บางจาก เมืองสระบุรี #1<br>Latitude: 14.46105862<br>Longitude: 100.92274475<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,64 ตำบล หนองปลาไหล อำเภอเมืองสระบุรี สระบุรี 18000 PEA VOLTA บางจาก เมืองสระบุรี #1,14.46105862,100.92274475,PEA,"
            100.92274475,14.46105862,0
          "
บางจาก องครักษ์,Power: 50 kW<br>Description: ตำบล บางปลากด อำเภอองครักษ์ นครนายก 26120 PEA VOLTA บางจาก องครักษ์ #1<br>Latitude: 14.16397858<br>Longitude: 101.01033783<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,ตำบล บางปลากด อำเภอองครักษ์ นครนายก 26120 PEA VOLTA บางจาก องครักษ์ #1,14.16397858,101.01033783,PEA,"
            101.01033783,14.16397858,0
          "
บางจาก กบินทร์บุรี (ลาดตะเคียน),Power: 50 kW<br>Description: 99 ตำบลลาดตะเคียน อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (ลาดตะเคียน) #1<br>Latitude: 13.90484810<br>Longitude: 101.65842438<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,99 ตำบลลาดตะเคียน อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (ลาดตะเคียน) #1,13.90484810,101.65842438,PEA,"
            101.65842438,13.9048481,0
          "
บางจาก แปลงยาว,Power: 50 kW<br>Description: ตำบล วังเย็น อำเภอแปลงยาว ฉะเชิงเทรา 24190 PEA VOLTA บางจาก แปลงยาว #1<br>Latitude: 13.57745838<br>Longitude: 101.27690125<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,ตำบล วังเย็น อำเภอแปลงยาว ฉะเชิงเทรา 24190 PEA VOLTA บางจาก แปลงยาว #1,13.57745838,101.27690125,PEA,"
            101.27690125,13.57745838,0
          "
บางจาก กบินทร์บุรี (นนทรี),Power: 50 kW<br>Description: ตำบล นนทรี อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (นนทรี) #1<br>Latitude: 14.04671955<br>Longitude: 101.62847137<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,ตำบล นนทรี อำเภอกบินทร์บุรี ปราจีนบุรี 25110 PEA VOLTA บางจาก กบินทร์บุรี (นนทรี) #1,14.04671955,101.62847137,PEA,"
            101.62847137,14.04671955,0
          "
เมืองสมุทรสงคราม,Power: 50 kW<br>Description: 27 หมู่1 ตำบล คลองโคน อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000 PEA VOLTA เมืองสมุทรสงคราม #1<br>Latitude: 13.36135006<br>Longitude: 99.94651794<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,27 หมู่1 ตำบล คลองโคน อำเภอเมืองสมุทรสงคราม สมุทรสงคราม 75000 PEA VOLTA เมืองสมุทรสงคราม #1,13.36135006,99.94651794,PEA,"
            99.94651794,13.36135006,0
          "
เมืองราชบุรี,Power: 50 kW<br>Description: 86 หมู่ 8 ถ.เพชรเกษม ตำบล เจดีย์หัก อำเภอเมืองราชบุรี ราชบุรี 70000 PEA VOLTA เมืองราชบุรี #2<br>Latitude: 13.53124428<br>Longitude: 99.79300690<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,86 หมู่ 8 ถ.เพชรเกษม ตำบล เจดีย์หัก อำเภอเมืองราชบุรี ราชบุรี 70000 PEA VOLTA เมืองราชบุรี #2,13.53124428,99.79300690,PEA,"
            99.7930069,13.53124428,0
          "
บางจาก เมืองชลบุรี (หนองมน),Power: 50 kW<br>Description: 413 ถนนสุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA บางจาก เมืองชลบุรี (หนองมน) #1<br>Latitude: 13.27200890<br>Longitude: 100.93522644<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,413 ถนนสุขุมวิท ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA บางจาก เมืองชลบุรี (หนองมน) #1,13.27200890,100.93522644,PEA,"
            100.93522644,13.2720089,0
          "
บางจาก เมืองฉะเชิงเทรา,Power: 50 kW<br>Description: ตำบล วังตะเคียน อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 PEA VOLTA บางจาก เมืองฉะเชิงเทรา #1<br>Latitude: 13.70581436<br>Longitude: 101.05323792<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,ตำบล วังตะเคียน อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000 PEA VOLTA บางจาก เมืองฉะเชิงเทรา #1,13.70581436,101.05323792,PEA,"
            101.05323792,13.70581436,0
          "
ชลบุรี,Power: 25 kW<br>Description: ตำบล หนองข้างคอก อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA ชลบุรี 3<br>Latitude: 13.34035683<br>Longitude: 100.99124146<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล หนองข้างคอก อำเภอเมืองชลบุรี ชลบุรี 20000 PEA VOLTA ชลบุรี 3,13.34035683,100.99124146,PEA,"
            100.99124146,13.34035683,0
          "
พระนครศรีอยุธยา,Power: 25 kW<br>Description: 60 หมู่ 5 ตำบล ไผ่ลิง อำเภอ พระนครศรีอยุธยา จังหวัด พระนครศรีอยุธยา PEA VOLTA พระนครศรีอยุธยา 2<br>Latitude: 14.35430241<br>Longitude: 100.59719849<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,60 หมู่ 5 ตำบล ไผ่ลิง อำเภอ พระนครศรีอยุธยา จังหวัด พระนครศรีอยุธยา PEA VOLTA พระนครศรีอยุธยา 2,14.35430241,100.59719849,PEA,"
            100.59719849,14.35430241,0
          "
ตราด,Power: 25 kW<br>Description: 199 ม. 5 ตำบลวังกระแจะ อำเภอเมืองตราด จังหวัดตราด 23000  PEA VOLTA ตราด<br>Latitude: 12.27341747<br>Longitude: 102.49250793<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,199 ม. 5 ตำบลวังกระแจะ อำเภอเมืองตราด จังหวัดตราด 23000  PEA VOLTA ตราด,12.27341747,102.49250793,PEA,"
            102.49250793,12.27341747,0
          "
บ้านโพธิ์,Power: 25 kW<br>Description: 80 หมู่ที่ 1 ถนน บางปะกง - ฉะเชิงเทรา ตำบล คลองประเวศ อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140 PEA VOLTA บ้านโพธิ์<br>Latitude: 13.62499332<br>Longitude: 101.03292847<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,80 หมู่ที่ 1 ถนน บางปะกง - ฉะเชิงเทรา ตำบล คลองประเวศ อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140 PEA VOLTA บ้านโพธิ์,13.62499332,101.03292847,PEA,"
            101.03292847,13.62499332,0
          "
เกาะพะงัน,Power: 25 kW<br>Description: 101 หมู่ 3 ตำบล บ้านใต้ อำเภอเกาะพะงัน สุราษฎร์ธานี 84280 PEA VOLTA เกาะพะงัน<br>Latitude: 9.70783424<br>Longitude: 99.99252319<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,101 หมู่ 3 ตำบล บ้านใต้ อำเภอเกาะพะงัน สุราษฎร์ธานี 84280 PEA VOLTA เกาะพะงัน,9.70783424,99.99252319,PEA,"
            99.99252319,9.70783424,0
          "
เบตง,Power: 25 kW<br>Description: เลขที่ 1 ถ.สโมสร ตำบลเบตง อำเภอเบตง ยะลา 95110 PEA VOLTA เบตง<br>Latitude: 5.77053022<br>Longitude: 101.06825256<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,เลขที่ 1 ถ.สโมสร ตำบลเบตง อำเภอเบตง ยะลา 95110 PEA VOLTA เบตง,5.77053022,101.06825256,PEA,"
            101.06825256,5.77053022,0
          "
สอยดาว,Power: 25 kW<br>Description: 222 ตำบล ทรายขาว อำเภอ สอยดาว จันทบุรี 22180 PEA VOLTA สอยดาว<br>Latitude: 13.10176086<br>Longitude: 102.23729706<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,222 ตำบล ทรายขาว อำเภอ สอยดาว จันทบุรี 22180 PEA VOLTA สอยดาว,13.10176086,102.23729706,PEA,"
            102.23729706,13.10176086,0
          "
กาญจนบุรี,Power: 25 kW<br>Description: 49 ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 PEA VOLTA กาญจนบุรี<br>Latitude: 14.02805042<br>Longitude: 99.55176544<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,49 ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 PEA VOLTA กาญจนบุรี,14.02805042,99.55176544,PEA,"
            99.55176544,14.02805042,0
          "
สุพรรณบุรี,Power: 25 kW<br>Description: 188 หมู่1 ตำบลสนามชัย อำเภอเมืองสุพรรณบุณี จังหวัดสุพรรณบุรี 72000 PEA VOLTA สุพรรณบุรี<br>Latitude: 14.51966000<br>Longitude: 100.13065338<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,188 หมู่1 ตำบลสนามชัย อำเภอเมืองสุพรรณบุณี จังหวัดสุพรรณบุรี 72000 PEA VOLTA สุพรรณบุรี,14.51966000,100.13065338,PEA,"
            100.13065338,14.51966,0
          "
เมืองพิจิตร,Power: 25 kW<br>Description: ซอย บึงสีไฟ 6 ตำบล ในเมือง อำเภอเมืองพิจิตร พิจิตร 66000 PEA VOLTA เมืองพิจิตร<br>Latitude: 16.43827248<br>Longitude: 100.34598541<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ซอย บึงสีไฟ 6 ตำบล ในเมือง อำเภอเมืองพิจิตร พิจิตร 66000 PEA VOLTA เมืองพิจิตร,16.43827248,100.34598541,PEA,"
            100.34598541,16.43827248,0
          "
ตาก,Power: 25 kW<br>Description: 3 จอมพล ตำบลระแหง อำเภอเมืองตาก ตาก 63000 PEA VOLTA ตาก<br>Latitude: 16.86868668<br>Longitude: 99.12432098<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,3 จอมพล ตำบลระแหง อำเภอเมืองตาก ตาก 63000 PEA VOLTA ตาก,16.86868668,99.12432098,PEA,"
            99.12432098,16.86868668,0
          "
ตะพานหิน,Power: 25 kW<br>Description: 119 หมู่ 3 ถนนตะพานหิน-เพชรบูรณ์ ตำบลตะพานหิน อำเภอตะพานหิน จังหวัดพิจิตร 66110 PEA VOLTA ตะพานหิน<br>Latitude: 16.20484924<br>Longitude: 100.47024536<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,119 หมู่ 3 ถนนตะพานหิน-เพชรบูรณ์ ตำบลตะพานหิน อำเภอตะพานหิน จังหวัดพิจิตร 66110 PEA VOLTA ตะพานหิน,16.20484924,100.47024536,PEA,"
            100.47024536,16.20484924,0
          "
ขาณุวรลักษบุรี,Power: 25 kW<br>Description: ถ. พหลโยธิน ต.ดอนแตง อำเภอขาณุวรลักษบุรี กำแพงเพชร 62140 PEA VOLTA ขาณุวรลักษบุรี<br>Latitude: 16.02359009<br>Longitude: 99.78053284<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ถ. พหลโยธิน ต.ดอนแตง อำเภอขาณุวรลักษบุรี กำแพงเพชร 62140 PEA VOLTA ขาณุวรลักษบุรี,16.02359009,99.78053284,PEA,"
            99.78053284,16.02359009,0
          "
เพชรบุรี,Power: 25 kW<br>Description: ถ.ราชดำเนิน ตำบล คลองกระแซง อำเภอเมืองเพชรบุรี เพชรบุรี 76000 PEA VOLTA เพชรบุรี<br>Latitude: 13.09834576<br>Longitude: 99.94366455<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ถ.ราชดำเนิน ตำบล คลองกระแซง อำเภอเมืองเพชรบุรี เพชรบุรี 76000 PEA VOLTA เพชรบุรี,13.09834576,99.94366455,PEA,"
            99.94366455,13.09834576,0
          "
โพธาราม,Power: 25 kW<br>Description: 190 ซอย เลิศพาณิชย์ ตำบล โพธาราม อำเภอโพธาราม ราชบุรี 70120 PEA VOLTA โพธาราม<br>Latitude: 13.68953323<br>Longitude: 99.84821320<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,190 ซอย เลิศพาณิชย์ ตำบล โพธาราม อำเภอโพธาราม ราชบุรี 70120 PEA VOLTA โพธาราม,13.68953323,99.84821320,PEA,"
            99.8482132,13.68953323,0
          "
จอมบึง,Power: 25 kW<br>Description: 35/2 ถนน ราชบุรี - ผาปก ตำบล จอมบึง อำเภอ จอมบึง ราชบุรี 70150 PEA VOLTA จอมบึง<br>Latitude: 13.62386417<br>Longitude: 99.61400604<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,35/2 ถนน ราชบุรี - ผาปก ตำบล จอมบึง อำเภอ จอมบึง ราชบุรี 70150 PEA VOLTA จอมบึง,13.62386417,99.61400604,PEA,"
            99.61400604,13.62386417,0
          "
พระแสง,Power: 25 kW<br>Description: ตำบล อิปัน อำเภอ พระแสง สุราษฎร์ธานี 84210 PEA VOLTA พระแสง<br>Latitude: 8.57079220<br>Longitude: 99.25115967<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล อิปัน อำเภอ พระแสง สุราษฎร์ธานี 84210 PEA VOLTA พระแสง,8.57079220,99.25115967,PEA,"
            99.25115967,8.5707922,0
          "
หัวไทร,Power: 25 kW<br>Description: 221 หมู่11 ตำบล หัวไทร อำเภอ หัวไทร นครศรีธรรมราช 80170 PEA VOLTA หัวไทร<br>Latitude: 8.04808903<br>Longitude: 100.27180481<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,221 หมู่11 ตำบล หัวไทร อำเภอ หัวไทร นครศรีธรรมราช 80170 PEA VOLTA หัวไทร,8.04808903,100.27180481,PEA,"
            100.27180481,8.04808903,0
          "
พัทลุง,Power: 25 kW<br>Description: ตำบล เขาเจียก อำเภอเมืองพัทลุง พัทลุง 93000 PEA VOLTA พัทลุง<br>Latitude: 7.60148478<br>Longitude: 100.03018951<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล เขาเจียก อำเภอเมืองพัทลุง พัทลุง 93000 PEA VOLTA พัทลุง,7.60148478,100.03018951,PEA,"
            100.03018951,7.60148478,0
          "
อินทร์บุรี,Power: 25 kW<br>Description: 115 หมู่1 ถนนเอเซีย ตำบลน้ำตาล อำเภออินทร์บุรี จังหวัดสิงห์บุรี 16110 Thailand PEA VOLTA อินทร์บุรี<br>Latitude: 15.00669289<br>Longitude: 100.34501648<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,115 หมู่1 ถนนเอเซีย ตำบลน้ำตาล อำเภออินทร์บุรี จังหวัดสิงห์บุรี 16110 Thailand PEA VOLTA อินทร์บุรี,15.00669289,100.34501648,PEA,"
            100.34501648,15.00669289,0
          "
พรหมบุรี,Power: 25 kW<br>Description: 66 ตำบล บ้านหม้อ อำเภอพรหมบุรี สิงห์บุรี 16120 PEA VOLTA พรหมบุรี<br>Latitude: 14.76882744<br>Longitude: 100.44991302<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,66 ตำบล บ้านหม้อ อำเภอพรหมบุรี สิงห์บุรี 16120 PEA VOLTA พรหมบุรี,14.76882744,100.44991302,PEA,"
            100.44991302,14.76882744,0
          "
บางจาก เมืองกาญจนบุรี,Power: 50 kW<br>Description: ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 PEA VOLTA บางจาก เมืองกาญจนบุรี #1<br>Latitude: 14.03766346<br>Longitude: 99.57819366<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,ตำบล ปากแพรก อำเภอเมืองกาญจนบุรี กาญจนบุรี 71000 PEA VOLTA บางจาก เมืองกาญจนบุรี #1,14.03766346,99.57819366,PEA,"
            99.57819366,14.03766346,0
          "
บางจาก เมืองสุพรรณบุรี,Power: 50 kW<br>Description: ตำบล ท่าระหัด อำเภอเมืองสุพรรณบุรี สุพรรณบุรี 72000 PEA VOLTA บางจาก เมืองสุพรรณบุรี #1<br>Latitude: 14.43198872<br>Longitude: 100.14301300<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,ตำบล ท่าระหัด อำเภอเมืองสุพรรณบุรี สุพรรณบุรี 72000 PEA VOLTA บางจาก เมืองสุพรรณบุรี #1,14.43198872,100.14301300,PEA,"
            100.143013,14.43198872,0
          "
บางจาก สองพี่น้อง (ทุ่งคอก),Power: 50 kW<br>Description: ตำบล ทุ่งคอก อำเภอสองพี่น้อง สุพรรณบุรี 72110 PEA VOLTA บางจาก สองพี่น้อง (ทุ่งคอก) #1<br>Latitude: 14.17240334<br>Longitude: 99.95610809<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,ตำบล ทุ่งคอก อำเภอสองพี่น้อง สุพรรณบุรี 72110 PEA VOLTA บางจาก สองพี่น้อง (ทุ่งคอก) #1,14.17240334,99.95610809,PEA,"
            99.95610809,14.17240334,0
          "
หาดใหญ่,Power: 25 kW<br>Description: 75 ถนน เพชรเกษม ซอย 15/2 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 PEA VOLTA หาดใหญ่<br>Latitude: 7.01746988<br>Longitude: 100.49626923<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,75 ถนน เพชรเกษม ซอย 15/2 ตำบล หาดใหญ่ อำเภอหาดใหญ่ สงขลา 90110 PEA VOLTA หาดใหญ่,7.01746988,100.49626923,PEA,"
            100.49626923,7.01746988,0
          "
ม่วงสามสิบ,Power: 25 kW<br>Description: ตำบล ม่วงสามสิบ อำเภอ ม่วงสามสิบ อุบลราชธานี 34140 PEA VOLTA ม่วงสามสิบ<br>Latitude: 15.52629185<br>Longitude: 104.71417236<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ม่วงสามสิบ อำเภอ ม่วงสามสิบ อุบลราชธานี 34140 PEA VOLTA ม่วงสามสิบ,15.52629185,104.71417236,PEA,"
            104.71417236,15.52629185,0
          "
เมืองบุรีรัมย์,Power: 25 kW<br>Description: 190 หมู่ 8 ถนนบุรีรัมย์-พุทไธสง ตำบลชุมเห็ด อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ รหัสไปรษณีย์ 31000 PEA VOLTA เมืองบุรีรัมย์<br>Latitude: 15.03031445<br>Longitude: 103.10186768<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,190 หมู่ 8 ถนนบุรีรัมย์-พุทไธสง ตำบลชุมเห็ด อำเภอเมืองบุรีรัมย์ จังหวัดบุรีรัมย์ รหัสไปรษณีย์ 31000 PEA VOLTA เมืองบุรีรัมย์,15.03031445,103.10186768,PEA,"
            103.10186768,15.03031445,0
          "
เมืองชัยภูมิ,Power: 25 kW<br>Description: 123 หมู่10 ถนนนิเวศรัตน์ ตำบลโพนทอง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ 36000 PEA VOLTA เมืองชัยภูมิ<br>Latitude: 15.82796764<br>Longitude: 102.08486938<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,123 หมู่10 ถนนนิเวศรัตน์ ตำบลโพนทอง อำเภอเมืองชัยภูมิ จังหวัดชัยภูมิ 36000 PEA VOLTA เมืองชัยภูมิ,15.82796764,102.08486938,PEA,"
            102.08486938,15.82796764,0
          "
เมืองสุรินทร์,Power: 25 kW<br>Description: สาขา 164 9 เทศบาล 4 ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000 PEA VOLTA เมืองสุรินทร์<br>Latitude: 14.90936279<br>Longitude: 103.50759888<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,สาขา 164 9 เทศบาล 4 ตำบล ในเมือง อำเภอเมืองสุรินทร์ สุรินทร์ 32000 PEA VOLTA เมืองสุรินทร์,14.90936279,103.50759888,PEA,"
            103.50759888,14.90936279,0
          "
หางดง,Power: 25 kW<br>Description: 197 หมู่ที่ 8 ตำบล หนองแก๋ว อำเภอหางดง เชียงใหม่ 50230 PEA VOLTA หางดง<br>Latitude: 18.68805313<br>Longitude: 98.92817688<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,197 หมู่ที่ 8 ตำบล หนองแก๋ว อำเภอหางดง เชียงใหม่ 50230 PEA VOLTA หางดง,18.68805313,98.92817688,PEA,"
            98.92817688,18.68805313,0
          "
แม่ริม,Power: 25 kW<br>Description: 107 ตำบล ริมเหนือ อำเภอแม่ริม เชียงใหม่ 50180 PEA VOLTA แม่ริม<br>Latitude: 18.92609978<br>Longitude: 98.93927765<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,107 ตำบล ริมเหนือ อำเภอแม่ริม เชียงใหม่ 50180 PEA VOLTA แม่ริม,18.92609978,98.93927765,PEA,"
            98.93927765,18.92609978,0
          "
สันทราย,Power: 25 kW<br>Description: 151 หมู่ 4 ถนนสันทราย-พร้าว ตำบลป่าไผ่ อำเภอสันทราย จังหวัดเชียงใหม่ 50210 PEA VOLTA สันทราย<br>Latitude: 18.87583351<br>Longitude: 99.04486084<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,151 หมู่ 4 ถนนสันทราย-พร้าว ตำบลป่าไผ่ อำเภอสันทราย จังหวัดเชียงใหม่ 50210 PEA VOLTA สันทราย,18.87583351,99.04486084,PEA,"
            99.04486084,18.87583351,0
          "
นครราชสีมา (หัวทะเล),Power: 25 kW<br>Description: หมู่ที่ 1 69 ถนน เพชรมาตุคลา ตำบล พะเนา อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA นครราชสีมา 2 (หัวทะเล)<br>Latitude: 14.98846817<br>Longitude: 102.19113922<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,หมู่ที่ 1 69 ถนน เพชรมาตุคลา ตำบล พะเนา อำเภอเมืองนครราชสีมา นครราชสีมา 30000 PEA VOLTA นครราชสีมา 2 (หัวทะเล),14.98846817,102.19113922,PEA,"
            102.19113922,14.98846817,0
          "
บางเลน,Power: 25 kW<br>Description: 1/1 หมู่ 6 ถนนดอนตูม-บางเลน ต.บางเลน อ.บางเลน นครปฐม 73130 PEA VOLTA บางเลน<br>Latitude: 14.00584126<br>Longitude: 100.17254639<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,1/1 หมู่ 6 ถนนดอนตูม-บางเลน ต.บางเลน อ.บางเลน นครปฐม 73130 PEA VOLTA บางเลน,14.00584126,100.17254639,PEA,"
            100.17254639,14.00584126,0
          "
นครนายก,Power: 25 kW<br>Description: 138 หมู่ที่ 5 ตำบลบ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000 PEA VOLTA นครนายก<br>Latitude: 14.21732998<br>Longitude: 101.22705078<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,138 หมู่ที่ 5 ตำบลบ้านใหญ่ อำเภอเมืองนครนายก นครนายก 26000 PEA VOLTA นครนายก,14.21732998,101.22705078,PEA,"
            101.22705078,14.21732998,0
          "
ปทุมธานี,Power: 25 kW<br>Description: 21/42 หมู่3 ถนน รังสิต-ปทุมธานี ตำบล บางพูน อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA ปทุมธานี 2<br>Latitude: 13.99131203<br>Longitude: 100.58168030<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,21/42 หมู่3 ถนน รังสิต-ปทุมธานี ตำบล บางพูน อำเภอเมืองปทุมธานี ปทุมธานี 12000 PEA VOLTA ปทุมธานี 2,13.99131203,100.58168030,PEA,"
            100.5816803,13.99131203,0
          "
ธัญบุรี,Power: 25 kW<br>Description: 41/5 หมู่2 ถ.รังสิต-นครนายก ต.บึงยี่โถ อ.ธัญบุรี จ.ปธุมธานี 12130 PEA VOLTA ธัญบุรี<br>Latitude: 13.99793816<br>Longitude: 100.67383575<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,41/5 หมู่2 ถ.รังสิต-นครนายก ต.บึงยี่โถ อ.ธัญบุรี จ.ปธุมธานี 12130 PEA VOLTA ธัญบุรี,13.99793816,100.67383575,PEA,"
            100.67383575,13.99793816,0
          "
บึงสามพัน,Power: 25 kW<br>Description: ตำบล ซับสมอทอด อำเภอบึงสามพัน เพชรบูรณ์ 67160 PEA VOLTA บึงสามพัน<br>Latitude: 15.81141567<br>Longitude: 101.00747681<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,ตำบล ซับสมอทอด อำเภอบึงสามพัน เพชรบูรณ์ 67160 PEA VOLTA บึงสามพัน,15.81141567,101.00747681,PEA,"
            101.00747681,15.81141567,0
          "
ละงู,Power: 25 kW<br>Description: หมู่ที่ 1 323 ตำบล กำแพง อำเภอ ละงู สตูล 91110 PEA VOLTA ละงู<br>Latitude: 6.90512514<br>Longitude: 99.78910065<br>Provider: PEA,#icon-1899-DB4436-labelson,25 kW,หมู่ที่ 1 323 ตำบล กำแพง อำเภอ ละงู สตูล 91110 PEA VOLTA ละงู,6.90512514,99.78910065,PEA,"
            99.78910065,6.90512514,0
          "
เมืองชัยนาท,Power: 50 kW<br>Description: 345/6 ถ.พหลโยธิน ตำบล บ้านกล้วย อำเภอเมืองชัยนาท ชัยนาท 17000 PEA VOLTA เมืองชัยนาท #2<br>Latitude: 15.19277000<br>Longitude: 100.13533783<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,345/6 ถ.พหลโยธิน ตำบล บ้านกล้วย อำเภอเมืองชัยนาท ชัยนาท 17000 PEA VOLTA เมืองชัยนาท #2,15.19277000,100.13533783,PEA,"
            100.13533783,15.19277,0
          "
เวียงสา,Power: 50 kW<br>Description: 301 หมู่ที่ 10 ตำบล กลางเวียง อำเภอเวียงสา น่าน 55110 PEA VOLTA เวียงสา #1<br>Latitude: 18.56295776<br>Longitude: 100.72535706<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,301 หมู่ที่ 10 ตำบล กลางเวียง อำเภอเวียงสา น่าน 55110 PEA VOLTA เวียงสา #1,18.56295776,100.72535706,PEA,"
            100.72535706,18.56295776,0
          "
ปัว,Power: 50 kW<br>Description: 292 ม.1 ต.ปัว อ.ปัว จ.น่าน 55120 PEA VOLTA ปัว #1<br>Latitude: 19.18110466<br>Longitude: 100.89305878<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,292 ม.1 ต.ปัว อ.ปัว จ.น่าน 55120 PEA VOLTA ปัว #1,19.18110466,100.89305878,PEA,"
            100.89305878,19.18110466,0
          "
เมืองอุตรดิตถ์,Power: 50 kW<br>Description: 174 บรมอาสน์ ถนน บรมอาสน์ ตำบล ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 PEA VOLTA เมืองอุตรดิตถ์ #1<br>Latitude: 17.60806847<br>Longitude: 100.07946777<br>Provider: PEA,#icon-1899-DB4436-labelson,50 kW,174 บรมอาสน์ ถนน บรมอาสน์ ตำบล ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 PEA VOLTA เมืองอุตรดิตถ์ #1,17.60806847,100.07946777,PEA,"
            100.07946777,17.60806847,0
          "
