Name,Description,styleUrl,Hours,Power,ChargeCoreDescription,Address,Latitude,Longitude,Provider,Coordinates
E-BUS พุทธมณฑลสาย2 (สเตชั่น2),"Hours: 24 Hr<br>Power: 300 kW<br>Description: CCS2: 4x 300 kW, 200A<br>Parkng<br>Address: บางไผ่, บางแค, กรุงเทพมหานคร<br>Latitude: 13.731635<br>Longitude: 100.396498<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,300 kW,"CCS2: 4x 300 kW, 200A
Parkng","บางไผ่, บางแค, กรุงเทพมหานคร",13.731635,100.396498,EA,"
            100.396498,13.731635,0
          "
ศูนย์การค้า Habito Mall สุขุมวิท77,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 5 kW, CLOSED<br>CCS2: 2x 110 kW, 200A<br>Parking of Habito<br>Address: พระโขนงเหนือ, วัฒนา, กรุงเทพมหานคร<br>Latitude: 13.712975<br>Longitude: 100.600755<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 5 kW, CLOSED
CCS2: 2x 110 kW, 200A
Parking of Habito","พระโขนงเหนือ, วัฒนา, กรุงเทพมหานคร",13.712975,100.600755,EA,"
            100.600755,13.712975,0
          "
7-11 นนทบุรี ซอย8 (เลี่ยงเมืองนนท์),"Hours: Off-peak<br>Power: 117 kW<br>Description: CCS2: 117 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: บางกระสอ, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.863557<br>Longitude: 100.492669<br>Provider: EA",#icon-1899-DB4436-labelson,Off-peak,117 kW,"CCS2: 117 kW, 200A, CLOSED
Type2: CLOSED
Parking","บางกระสอ, เมืองนนทบุรี, นนทบุรี",13.863557,100.492669,EA,"
            100.492669,13.863557,0
          "
บิ๊กซี เอ็กซ์ตร้า อ่อนนุช,"Hours: 24 Hr<br>Power: 110 kW<br>Description: CCS2: 110 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: พระโขนงเหนือ, วัฒนา, กรุงเทพมหานคร<br>Latitude: 13.709948<br>Longitude: 100.601667<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"CCS2: 110 kW, 200A
Type2: CLOSED
Parking","พระโขนงเหนือ, วัฒนา, กรุงเทพมหานคร",13.709948,100.601667,EA,"
            100.601667,13.709948,0
          "
พงษ์ตระกูล เพอเฟ็ค แลนด์ ซอยพุทธบูชา 39,"Hours: Peak<br>Power: 110 kW<br>Description: CCS2: 2x 110 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางมด, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.650414<br>Longitude: 100.481941<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,110 kW,"CCS2: 2x 110 kW, 200A
Type2: CLOSED
Parking","บางมด, ทุ่งครุ, กรุงเทพมหานคร",13.650414,100.481941,EA,"
            100.481941,13.650414,0
          "
7-11 รัตนาธิเบศร์ 22,"Hours: Closed<br>Power: 135 kW<br>Description: CCS2: 135 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: บางเขน, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.863901<br>Longitude: 100.504815<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,135 kW,"CCS2: 135 kW, 200A, CLOSED
Type2: CLOSED
Parking","บางเขน, เมืองนนทบุรี, นนทบุรี",13.863901,100.504815,EA,"
            100.504815,13.863901,0
          "
โรงพยาบาล วิภาวดี (ถ.งามวงศ์วาน) ST.1,"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: ลาดยาว, จตุจักร, กรุงเทพมหานคร<br>Latitude: 13.846654<br>Longitude: 100.562556<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","ลาดยาว, จตุจักร, กรุงเทพมหานคร",13.846654,100.562556,EA,"
            100.562556,13.846654,0
          "
Caltex งามวงศ์วาน,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร<br>Latitude: 13.854357<br>Longitude: 100.549927<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking","ทุ่งสองห้อง, หลักสี่, กรุงเทพมหานคร",13.854357,100.549927,EA,"
            100.549927,13.854357,0
          "
44 การ์เด้นท์เพลส,"Hours: 24 Hr<br>Power: 22 kW<br>Description: CCS2: CLOSED<br>Type2: 2x 22 kW<br>Parking<br>Address: ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.64823<br>Longitude: 100.487915<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,22 kW,"CCS2: CLOSED
Type2: 2x 22 kW
Parking","ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร",13.64823,100.487915,EA,"
            100.487915,13.64823,0
          "
E-BUS ตลิ่งชัน (สเตชั่น 1),"Hours: 24 Hr<br>Power: 360 kW<br>Description: CCS2: 7x 360 kW, 200A<br>Parking<br>Address: ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร<br>Latitude: 13.781252<br>Longitude: 100.392034<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,360 kW,"CCS2: 7x 360 kW, 200A
Parking","ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร",13.781252,100.392034,EA,"
            100.392034,13.781252,0
          "
อีเฟอรี่ ปู่เจ้าสมิงพราย สเตชั่น 1,"Hours: Closed<br>Power: 150 kW<br>Description: CCS2: 150 kW, 200A, CLOSED<br>park<br>Address: บางหญ้าแพรก, พระประแดง, สมุทรปราการ<br>Latitude: 13.656207<br>Longitude: 100.54799<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,150 kW,"CCS2: 150 kW, 200A, CLOSED
park","บางหญ้าแพรก, พระประแดง, สมุทรปราการ",13.656207,100.54799,EA,"
            100.54799,13.656207,0
          "
E-BUS ตลิ่งชัน (สเตชั่น2),"Hours: 24 Hr<br>Power: 360 kW<br>Description: CCS2: 6x 360 kW, 200A<br>Parking<br>Address: ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร<br>Latitude: 13.781313<br>Longitude: 100.391617<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,360 kW,"CCS2: 6x 360 kW, 200A
Parking","ศาลาธรรมสพน์, ทวีวัฒนา, กรุงเทพมหานคร",13.781313,100.391617,EA,"
            100.391617,13.781313,0
          "
เดอะ เอ็กซ์เพลส มอลล์ (ถ.กาญจนาภิเษก),"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางแค, บางแค, กรุงเทพมหานคร<br>Latitude: 13.694502<br>Longitude: 100.408105<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 118 kW, 200A
Type2: CLOSED
Parking","บางแค, บางแค, กรุงเทพมหานคร",13.694502,100.408105,EA,"
            100.408105,13.694502,0
          "
อี-บัส ปู่เจ้าสมิงพราย,"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>parking<br>Address: บางหญ้าแพรก, พระประแดง, สมุทรปราการ<br>Latitude: 13.655539<br>Longitude: 100.548271<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,0 kW,"CCS2: CLOSED
parking","บางหญ้าแพรก, พระประแดง, สมุทรปราการ",13.655539,100.548271,EA,"
            100.548271,13.655539,0
          "
เดอะฟิล (สุขุมวิท 54),"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 110 kW, 200A<br>parking <br>Address: บางจาก, พระโขนง, กรุงเทพมหานคร<br>Latitude: 13.701863<br>Longitude: 100.600705<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,110 kW,"Type2: 22 kW
CCS2: 110 kW, 200A
parking ","บางจาก, พระโขนง, กรุงเทพมหานคร",13.701863,100.600705,EA,"
            100.600705,13.701863,0
          "
มาย์ วิลล่า บางใหญ่,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางม่วง, บางใหญ่, นนทบุรี<br>Latitude: 13.831652<br>Longitude: 100.413726<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking","บางม่วง, บางใหญ่, นนทบุรี",13.831652,100.413726,EA,"
            100.413726,13.831652,0
          "
เลิศราชพฤกษ์ (สาขา ซอย บางเลน 10/4),"Hours: Closed<br>Power: 75 kW<br>Description: Type2: 22 kW, CLOSED<br>CCS2: 75 kW, CLOSED<br>Parking<br>Address: บางเลน, บางใหญ่, นนทบุรี<br>Latitude: 13.852365<br>Longitude: 100.437749<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,75 kW,"Type2: 22 kW, CLOSED
CCS2: 75 kW, CLOSED
Parking","บางเลน, บางใหญ่, นนทบุรี",13.852365,100.437749,EA,"
            100.437749,13.852365,0
          "
E-BUS พุทธบูชา,"Hours: 24 Hr<br>Power: 360 kW<br>Description: CCS2: 2x 360 kW, 200A<br>Parking<br>Address: บางมด, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.643701<br>Longitude: 100.479139<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,360 kW,"CCS2: 2x 360 kW, 200A
Parking","บางมด, ทุ่งครุ, กรุงเทพมหานคร",13.643701,100.479139,EA,"
            100.479139,13.643701,0
          "
7-11 พุทธบูชา36,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: บางมด, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.642927<br>Longitude: 100.479214<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking","บางมด, ทุ่งครุ, กรุงเทพมหานคร",13.642927,100.479214,EA,"
            100.479214,13.642927,0
          "
7-11 งามวงศ์วาน 23 แยก18,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 117 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ท่าทราย, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.867708<br>Longitude: 100.535624<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 117 kW, 200A
Type2: CLOSED
Parking","ท่าทราย, เมืองนนทบุรี, นนทบุรี",13.867708,100.535624,EA,"
            100.535624,13.867708,0
          "
ร้านอาหาร นิตยาไก่ย่าง ถ.ประชาชื่น,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>PARKING <br>Address: บางเขน, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.864403<br>Longitude: 100.546585<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
PARKING ","บางเขน, เมืองนนทบุรี, นนทบุรี",13.864403,100.546585,EA,"
            100.546585,13.864403,0
          "
ภัตตาคารแวร์ซาย พาเพส นนทบุรี,"Hours: Off-peak<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: บางกระสอ, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.87115<br>Longitude: 100.481051<br>Provider: EA",#icon-1899-DB4436-labelson,Off-peak,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","บางกระสอ, เมืองนนทบุรี, นนทบุรี",13.87115,100.481051,EA,"
            100.481051,13.87115,0
          "
อีเฟอรี่ ไทรม้า (สเตชั่น 1),"Hours: 24 Hr<br>Power: 630 kW<br>Description: CCS2: 5x 631 kW, 200A<br>Parking<br>Address: ไทรม้า, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.869975<br>Longitude: 100.474859<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,630 kW,"CCS2: 5x 631 kW, 200A
Parking","ไทรม้า, เมืองนนทบุรี, นนทบุรี",13.869975,100.474859,EA,"
            100.474859,13.869975,0
          "
E-Ferry ไทรม้า (สเตชั่น 2),"Hours: Closed<br>Power: 150 kW<br>Description: CCS2: 150 kW, 200A, CLOSED<br>Parking<br>Address: ไทรม้า, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.870039<br>Longitude: 100.474978<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,150 kW,"CCS2: 150 kW, 200A, CLOSED
Parking","ไทรม้า, เมืองนนทบุรี, นนทบุรี",13.870039,100.474978,EA,"
            100.474978,13.870039,0
          "
E-BUS เลี่ยงเมืองนนทบุรี (Station 2),"Hours: 24 Hr<br>Power: 300 kW<br>Description: CCS2: 6x 300 kW, 200A<br>Parking<br>Address: บางกระสอ, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.873231<br>Longitude: 100.493562<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,300 kW,"CCS2: 6x 300 kW, 200A
Parking","บางกระสอ, เมืองนนทบุรี, นนทบุรี",13.873231,100.493562,EA,"
            100.493562,13.873231,0
          "
ซัสโก้ สาขาปากท่อ กม.6,"Hours: Off-peak<br>Power: 75 kW<br>Description: CCS2: 75 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.659461<br>Longitude: 100.433719<br>Provider: EA",#icon-1899-DB4436-labelson,Off-peak,75 kW,"CCS2: 75 kW, CLOSED
Type2: CLOSED
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.659461,100.433719,EA,"
            100.433719,13.659461,0
          "
E-BUS เลี่ยงเมืองนนทบุรี (Station 1),"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 3x 150 kW, 200A<br>Parking<br>Address: บางกระสอ, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.873424<br>Longitude: 100.493707<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 3x 150 kW, 200A
Parking","บางกระสอ, เมืองนนทบุรี, นนทบุรี",13.873424,100.493707,EA,"
            100.493707,13.873424,0
          "
ออมนิ บิสซิเนส มอลล์ (ลาดพร้าว116),"Hours: 24 Hr<br>Power: 110 kW<br>Description: CCS2: 2x 110 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร<br>Latitude: 13.779194<br>Longitude: 100.620841<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"CCS2: 2x 110 kW, 200A
Type2: CLOSED
Parking","วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร",13.779194,100.620841,EA,"
            100.620841,13.779194,0
          "
ตลาดต้นสัก,"Hours: Peak<br>Power: 30 kW<br>Description: CCS2: 30 kW<br>Type2: 22 kW<br>Parking<br>Address: บางกระสอ, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.872538<br>Longitude: 100.481446<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,30 kW,"CCS2: 30 kW
Type2: 22 kW
Parking","บางกระสอ, เมืองนนทบุรี, นนทบุรี",13.872538,100.481446,EA,"
            100.481446,13.872538,0
          "
พงษ์ตระกูล เพอเฟ็ค แลนด์ ซอยพุทธบูชา36,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Parking<br>Address: บางมด, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.640591<br>Longitude: 100.478148<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Parking","บางมด, ทุ่งครุ, กรุงเทพมหานคร",13.640591,100.478148,EA,"
            100.478148,13.640591,0
          "
7-11 ทานสัมฤทธิ์,"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: ท่าทราย, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.871941<br>Longitude: 100.52849<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking","ท่าทราย, เมืองนนทบุรี, นนทบุรี",13.871941,100.52849,EA,"
            100.52849,13.871941,0
          "
A.C.T สาขา Cockpit ลาดพร้าวซอย 122,"Hours: Closed<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร<br>Latitude: 13.777934<br>Longitude: 100.623521<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","วังทองหลาง, วังทองหลาง, กรุงเทพมหานคร",13.777934,100.623521,EA,"
            100.623521,13.777934,0
          "
7-11 ท่าข้าม 11,"Hours: 24 Hr<br>Power: 0 kW<br>Description: CCS2: CLOSED<br>Type2: CLOSED<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.64693<br>Longitude: 100.444103<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,0 kW,"CCS2: CLOSED
Type2: CLOSED
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.64693,100.444103,EA,"
            100.444103,13.64693,0
          "
7-11 พัฒนาการ 38 กลางซอย,"Hours: 24 Hr<br>Power: 110 kW<br>Description: CCS2: 2x 110 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.731558<br>Longitude: 100.626596<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"CCS2: 2x 110 kW, 200A
Type2: CLOSED
Parking","สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.731558,100.626596,EA,"
            100.626596,13.731558,0
          "
ซัสโก้ สาขาเอกชัย,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 110 kW, 200A, CLOSED<br>-<br>Address: บางบอน, บางบอน, กรุงเทพมหานคร<br>Latitude: 13.66693<br>Longitude: 100.41336<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 22 kW
CCS2: 110 kW, 200A, CLOSED
-","บางบอน, บางบอน, กรุงเทพมหานคร",13.66693,100.41336,EA,"
            100.41336,13.66693,0
          "
สนามบินน้ำมาร์เก็ตพาร์ต,"Hours: 24 Hr<br>Power: 90 kW<br>Description: Type2: 2x 5 kW<br>CCS2: 2x 90 kW, 200A<br>Parking<br>Address: ท่าทราย, เมืองนนทบุรี, นนทบุรี<br>Latitude: 13.881065<br>Longitude: 100.496691<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,90 kW,"Type2: 2x 5 kW
CCS2: 2x 90 kW, 200A
Parking","ท่าทราย, เมืองนนทบุรี, นนทบุรี",13.881065,100.496691,EA,"
            100.496691,13.881065,0
          "
MG เซอร์วิส เซ็นเตอร์ อ่อนนุช,"Hours: Off-peak<br>Power: 30 kW<br>Description: CCS2: 30 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.708782<br>Longitude: 100.620698<br>Provider: EA",#icon-1899-DB4436-labelson,Off-peak,30 kW,"CCS2: 30 kW, CLOSED
Type2: CLOSED
Parking","สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.708782,100.620698,EA,"
            100.620698,13.708782,0
          "
A.C.T สาขาบางบอน,"Hours: Peak<br>Power: 90 kW<br>Description: Type1: 22 kW, CLOSED<br>Type2: 5 kW, CLOSED<br>CCS2: 90 kW, 200A<br> Bridgestone A.C.T (Thailand) Co.,Ltd. Bangbon Branch<br>Address: บางบอน, บางบอน, กรุงเทพมหานคร<br>Latitude: 13.670545<br>Longitude: 100.406773<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,90 kW,"Type1: 22 kW, CLOSED
Type2: 5 kW, CLOSED
CCS2: 90 kW, 200A
 Bridgestone A.C.T (Thailand) Co.,Ltd. Bangbon Branch","บางบอน, บางบอน, กรุงเทพมหานคร",13.670545,100.406773,EA,"
            100.406773,13.670545,0
          "
โรงแรม วาบัวร์ แอสโซเทล ( ลาดพร้าว 130 ),"Hours: 24 Hr<br>Power: 58 kW<br>Description: CCS2: 58 kW<br>Type2: CLOSED<br>Parking<br>Address: คลองจั่น, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.769092<br>Longitude: 100.631701<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,58 kW,"CCS2: 58 kW
Type2: CLOSED
Parking","คลองจั่น, บางกะปิ, กรุงเทพมหานคร",13.769092,100.631701,EA,"
            100.631701,13.769092,0
          "
เดอะคริสตัล เอกมัย-รามอินทรา,"Hours: Peak<br>Power: 22 kW<br>Description: CCS2: CLOSED<br>Type2: 2x 22 kW<br>Parking<br>Address: ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร<br>Latitude: 13.811493<br>Longitude: 100.619834<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,22 kW,"CCS2: CLOSED
Type2: 2x 22 kW
Parking","ลาดพร้าว, ลาดพร้าว, กรุงเทพมหานคร",13.811493,100.619834,EA,"
            100.619834,13.811493,0
          "
One One Food Avenue (ถนนซอยสามัคคี),"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 110 kW, 200A<br>Parking<br>Address: บางตลาด, ปากเกร็ด, นนทบุรี<br>Latitude: 13.877647<br>Longitude: 100.549786<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,110 kW,"Type2: 22 kW
CCS2: 110 kW, 200A
Parking","บางตลาด, ปากเกร็ด, นนทบุรี",13.877647,100.549786,EA,"
            100.549786,13.877647,0
          "
ซัสโก้ สาขา ประชาอุทิศ 1,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>PARKING<br>Address: ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.624978<br>Longitude: 100.50809<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
PARKING","ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร",13.624978,100.50809,EA,"
            100.50809,13.624978,0
          "
บริษัท Eastern Group (ซอยโยธินพัฒนา 3 แยก2),"Hours: Peak<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Parking<br>Address: คลองจั่น, บางกะปิ, กรุงเทพมหานคร<br>Latitude: 13.810944<br>Longitude: 100.625551<br>Provider: EA",#icon-1899-DB4436-labelson,Peak,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Parking","คลองจั่น, บางกะปิ, กรุงเทพมหานคร",13.810944,100.625551,EA,"
            100.625551,13.810944,0
          "
E-BUS เคหะธนบุรี (Station1),"Hours: 24 Hr<br>Power: 360 kW<br>Description: CCS2: 6x 360 kW, 200A<br>Parking<br>Address: แสมดำ, บางขุนเทียน, กรุงเทพมหานคร<br>Latitude: 13.650271<br>Longitude: 100.418982<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,360 kW,"CCS2: 6x 360 kW, 200A
Parking","แสมดำ, บางขุนเทียน, กรุงเทพมหานคร",13.650271,100.418982,EA,"
            100.418982,13.650271,0
          "
ซัสโก้ สาขาบางใหญ่,"Hours: 24 Hr<br>Power: 110 kW<br>Description: Type2: 22 kW<br>CCS2: 2x 110 kW, 200A<br>Parking<br>Address: บางแม่นาง, บางใหญ่, นนทบุรี<br>Latitude: 13.857596<br>Longitude: 100.412083<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,110 kW,"Type2: 22 kW
CCS2: 2x 110 kW, 200A
Parking","บางแม่นาง, บางใหญ่, นนทบุรี",13.857596,100.412083,EA,"
            100.412083,13.857596,0
          "
ตลาด สุขรุ่งเรือง มาร์เก็ต,"Hours: 24 Hr<br>Power: 75 kW<br>Description: Type2: 22 kW<br>CCS2: 75 kW, CLOSED<br>parking<br>Address: ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร<br>Latitude: 13.621166<br>Longitude: 100.488735<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,75 kW,"Type2: 22 kW
CCS2: 75 kW, CLOSED
parking","ทุ่งครุ, ทุ่งครุ, กรุงเทพมหานคร",13.621166,100.488735,EA,"
            100.488735,13.621166,0
          "
Caltex ศรีนครินทร์,"Hours: Closed<br>Power: 117 kW<br>Description: CCS2: 117 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.73136<br>Longitude: 100.641021<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,117 kW,"CCS2: 117 kW, 200A, CLOSED
Type2: CLOSED
Parking","สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.73136,100.641021,EA,"
            100.641021,13.73136,0
          "
E-BUS NEX Express Bitec Bangna,"Hours: 24 Hr<br>Power: 150 kW<br>Description: CCS2: 2x 150 kW, 200A<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.671002<br>Longitude: 100.613466<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,150 kW,"CCS2: 2x 150 kW, 200A
Parking","บางนา, บางนา, กรุงเทพมหานคร",13.671002,100.613466,EA,"
            100.613466,13.671002,0
          "
MG วีมิโอ (สาขา สวนหลวง),"Hours: 24 Hr<br>Power: 117 kW<br>Description: CCS2: 2x 118 kW, 200A<br>Type2: CLOSED<br>Parking<br>Address: สวนหลวง, สวนหลวง, กรุงเทพมหานคร<br>Latitude: 13.727505<br>Longitude: 100.641852<br>Provider: EA",#icon-1899-DB4436-labelson,24 Hr,117 kW,"CCS2: 2x 118 kW, 200A
Type2: CLOSED
Parking","สวนหลวง, สวนหลวง, กรุงเทพมหานคร",13.727505,100.641852,EA,"
            100.641852,13.727505,0
          "
MG กรุงไทย (กม.1),"Hours: Closed<br>Power: 75 kW<br>Description: CCS2: 75 kW, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: บางนา, บางนา, กรุงเทพมหานคร<br>Latitude: 13.671104<br>Longitude: 100.615361<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,75 kW,"CCS2: 75 kW, CLOSED
Type2: CLOSED
Parking","บางนา, บางนา, กรุงเทพมหานคร",13.671104,100.615361,EA,"
            100.615361,13.671104,0
          "
คาลเท็ลซ์ บางใหญ่,"Hours: Closed<br>Power: 117 kW<br>Description: CCS2: 118 kW, 200A, CLOSED<br>Type2: CLOSED<br>Parking<br>Address: เสาธงหิน, บางใหญ่, นนทบุรี<br>Latitude: 13.867307<br>Longitude: 100.410152<br>Provider: EA",#icon-1899-DB4436-labelson,Closed,117 kW,"CCS2: 118 kW, 200A, CLOSED
Type2: CLOSED
Parking","เสาธงหิน, บางใหญ่, นนทบุรี",13.867307,100.410152,EA,"
            100.410152,13.867307,0
          "
